"15","张角也算//@太蔟:回复@物理帝师:“有田同耕，有饭同食，有衣同穿，有钱同使，无处不均匀，无人不饱暖”…… //@物理帝师:洪秀全我觉得算不上公知！","2013-08-18 11:37:07",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"16","//@燕子夫君:而且这位老英雄在我党的残酷迫害下，在没有儿女瞻养，政府又不管不问态度恶劣的环境下，居然即将活到100岁了，你说人家容易吗？//@中华无俗韵: 现在98岁，就是1915年出生。黄埔军校第四期是26年3月开学——原来这位老英雄10岁就进黄埔扛枪了。","2013-08-18 11:36:12",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"17","朴素正义感与不冷静头脑之间的矛盾。//@张凯Like3S:微博140字的快餐信息已经让很多人失去了追本朔源的耐心，凭借着不完整的、缺乏背景的信息，很多人认为那就是事实。曾经的中国也善于百家争鸣、舌战群儒，而今只有不理智的谩骂。","2013-08-18 08:49:45",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"18","李老师是在现身说法，痛陈家史。//@张凯Like3S:李老师啥时候变身亲子教育家了？//@张生德_:太常见了，批评甚至呵斥@scenery2000 //@于建嵘:有道理。但在中国许多家长看来，不仅要批评，还要棒子！","2013-08-18 08:45:40",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"19","转发微博","2013-08-17 21:04:23",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"20","//@张生德_://@李京伟jw:回复@李京伟jw:但有些摄影测量人和系统也走入了一个试图用摄影测量方法解决所有测量任务的误区。殊不知，摄影测量说到底也是间接测量，而现在的激光扫描等技术，已经把我们带入直接测量的时代。 摄影测量=间接测量；激光扫描=直接测量。","2013-08-17 20:55:14",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"21","千万不能拆//@梦遗唐朝:这幅图说明两个问题1，陈家并没有被拆，保存完整。2，去声援的人都是为了搞行为艺术","2013-08-17 20:53:54",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"22","走程序的失误集体负责，即无人负责//@天地日月_g7i:回复@张加一2012:其实你可以查一查、那些烂尾工程、失误决策在形式都是有招标程序、民主程序的。查起来也阵阵有词的。 //@张加一2012:说的正确！民主决策的机制不可缺少，一个人拍板决策对了好办，如果拍脑门","2013-08-17 20:35:47",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"23","家庭出游，晚上特地选择在中国佛学院普陀学院的招待所--参学会馆。位置虽然偏点，但环境极好，价格适中。","2013-08-17 18:21:57",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"24","阳光，沙滩，海水。舟山东沙。","2013-08-17 16:56:16",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"25","转发微博","2013-08-17 09:02:26",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"26","[偷笑][衰]@CloudyCloudy","2013-08-17 08:42:25",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"27","编的理由看不下去了。","2013-08-16 22:29:54",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"28","[哈哈]//@鲍迪克:在中山大学读书时，有个外语系的同学圣诞节买贺卡，在牌子上写着“一张8毛，三张两块五”。结果数他的卡卖得最多。此公现在在南方某媒体工作。","2013-08-16 22:23:29",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"29","真长见识了，原来“灰尘是电磁辐射的重要载体”，人民网小编的物理是语文老师在体育课上教的吧。 //@黄梦闲:我想说“晒SB”，合适吗。。。","2013-08-16 17:39:18",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"30","知道《何梅协定》么，还给何应钦洗地。","2013-08-16 12:35:35",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"31","然后还有人说技术不是问题//@邵宏志:感觉挺乱的，数字化也没做好，比如广州，准确的城市建筑矢量图都没有，DEM5米数据也是错误不少，然后衍生诸多卖数据，倒系统的，还处于简单暴利科技含量还达不到很高水准的行业。看行业内对本行业院士盛赞不少，但无法掩盖中国在此行业的落后状况，还需努力，而不是","2013-08-16 07:25:46",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"32","#R语言#用R做社会化网络分析，真正切进主题后才发现一系列问题，首先，一个人的微博最多能抽取2000条（渣浪限制）；其次，单个人的话题会非常发散，搞的DTM矩阵异常稀疏。但还是有挺多发现：SNS与它的用户的习惯、性格及爱好，是紧密相连的。","2013-08-16 00:06:04",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"33","精致","2013-08-15 23:17:11",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"34","#R语言#以前的地震数据都是直接采集USGS的，这幅图则是使用的@中国地震台网速报 的“地震数据服务网” 的数据。这个网站既没有RSS也没用JSON数据源，而是通过jsp页面给出的非结构化数据。不过没关系，R中XML的readHTMLTable方法能够直接解析，比XML或JSON都方便。源代码如下：http://t.cn/zQmb1wt","2013-08-15 21:56:47",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"35","那时候的地球仪有点“九鼎”的意思吧？！","2013-08-15 21:44:36",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"36","#R语言#今日主要地震分布。使用R直接读取USGS的GeoJSON数据并可视化。","2013-08-15 18:28:24",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"37","[哈哈]我们得了两个","2013-08-15 09:06:54",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"38","社会化网络分析的高境界是判断一个人的微博在说什么（语义），还是挺难的。","2013-08-15 00:09:08",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"39","现在再看这条内容真tm的讽刺[挖鼻屎]//@陈果_George:->//@李开复: //@申音://@stanley黄河:埃及终于展现了除了历史之外的魅力 //@薛蛮子:大赞一个 //@谢文: //@章立凡 :创造历史。","2013-08-14 23:59:20",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"40","回复@李苗裔-THUPDi:要先找一批数据进行训练，例如每个指标1000条，然后做新数据的自动分类。 //@李苗裔-THUPDi:之前没有具体概念，现在慢慢体会到了，是不是意味着我们只有主动发起评论然后获取再分析了@蒋波涛_浩淼GIS //@蒋波涛_浩淼GIS:说技术不是问题恐怕才是大问题。","2013-08-14 23:50:35",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"41","你们连自己职工被袭都不保护，反而跟着民粹走，没治了。","2013-08-14 23:41:58",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"42","回复@李苗裔-THUPDi:具体细节问题还多着呢，大数据挖掘哪儿那么简单。非结构化数据太离散了，我今天连续实验了knn,svm和lda分类找主题，还是没办法自动获得满意结果。 //@李苗裔-THUPDi:智慧城市建设与大数据使用确实有很多关键技术问题亟待解决。 //@蒋波涛_浩淼GIS:说技术不是问题恐怕才是大问题。","2013-08-14 23:37:53",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"43","打的好[good]","2013-08-14 23:34:42",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"44","是不是感觉极端无聊[嘻嘻]","2013-08-14 23:26:15",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"45","说技术不是问题恐怕才是大问题。//@地理之道:回复@宋关福:技术不是问题 关键还是管理模式和经营模式 //@宋关福:@地理之道 @中海达-胡炜","2013-08-14 23:24:49",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"46","这才是真正的大数据源。","2013-08-14 14:21:58",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"47","双盲测试，所谓顶级、中高级葡萄酒鬼才能分得出来。都是人傻钱多速来。","2013-08-14 14:21:21",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"48","两位女孩[黑线]","2013-08-13 22:14:17",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"49","学艺不精，演砸了//@头条新闻:转发微博。","2013-08-13 08:22:15",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"50","对游客来说挺好啊","2013-08-12 19:55:34",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"51","尼玛[衰]","2013-08-11 20:27:08",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"52","前提是……政府得养着我们","2013-08-11 18:00:29",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"53","晚餐，三文鱼就热干面。","2013-08-11 17:30:34",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"54","[哈哈]","2013-08-11 16:52:41",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"55","//@飞象网项立刚: 用这种欺骗概念有意思吗？这几十年市场经济的结果，问问中国老百姓哪来的权利？中国老百姓只有被剥夺的权力，被私分资产的权利，被压榨的权利。当然资本家们有权利，他们剥夺和压榨合法了。已经榨干了老百姓，还骗他们，恶心不恶心？ //@何万斌:市场是权利，计划是权力。 //@金圣叹:","2013-08-11 14:12:41",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"56","[思考]","2013-08-11 12:26:37",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"57","我眼角一点不湿润，这种老人为老不尊，刁钻自私。","2013-08-11 11:15:45",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"58","这个坐标系选的不好，乍一看还以为北极航道比传统航道还长呢 //@谭老师地理工作室:暖化的好处","2013-08-11 08:04:54",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"59","排队一年，小病拖大，大病拖死。","2013-08-10 21:37:54",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"60","看不懂，罩子怎么取出?","2013-08-10 21:01:55",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"61","还有个南方高科 //@郄建军George:只道米米笑，谁知机机哭。","2013-08-10 20:52:55",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"62","[哈哈]//@西门不暗: 那你和吴征骗那么多钱干什么？ //@杨澜:他想过要这么多钱干什么？他敢花吗？ //@洪晃ilook:[吃惊]//@当时我就震惊了:我被吓尿了[吃惊] //@李开复:[吃惊]","2013-08-10 20:37:49",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"63","配图凶残[哈哈]","2013-08-10 19:46:17",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"64","//@飞象网项立刚: 奇怪的是普通人被瓜分，结果他们跟着抢他们的人叫好。不知为什么？","2013-08-10 19:36:03",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"65","转发微博","2013-08-10 19:32:46",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"66","问问987万什么时候回美国。","2013-08-10 16:12:45",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"67","回复@蒋波涛_浩淼GIS:5.沙僧一个大将为什么打碎了宝贝遭受的刑罚明显过重?6.为什么取经路上围绕着团队的六丁六甲八方功曹光看着?","2013-08-10 14:01:21",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"68","办了健身年卡没有用足可以退钱吗？//@邵宏志: @CMCC宁宇 @葛长伟CMCC [哈哈] //@宋宝华Barry:只准他把剩余的流量清零，不准你把超过的流量清0。 //@老谢老了:转发微博","2013-08-10 13:29:50",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"69","傻子太多，骗子不够用。//@商务星球地理:无脑儿写，无脑儿信。同意此评 @海外阿Q: 该文作者许锡良66年生人，广州第二师范学院副教授，今年7月9日到23日到美国一游，洋洋洒洒写了二十篇游记http://t.cn/zQls4eC 然后就出了这篇妖孽。这么多在美国留学工作生活的，居然逛了两周的人要来颠覆什么误解","2013-08-10 09:23:03",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"70","这么好的满清王朝，被孙大炮这个萝莉控给毁了。[怒] //@于海青: //@薛蛮子: //@当当网李国庆:当今没有充分民主的集中政体不是社会主义，就是官僚主义，就是权贵资本主义！ //@书画家作家陈祖芬:比比【南都案】，如何？","2013-08-10 09:19:43",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"71","哈哈哈哈 //@太蔟:文科生吧？ //@柳诗诗: 捏？如果是用明火灶台的怎么才能控制到沸点以下呢。 //@voxdei:人们总把自己的局限当成世界的局限，就像有的人不能理解为什么有品酒师。","2013-08-10 09:15:13",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"72","他们不是叫嚣“一亿人的玉碎”吗？！[酷]","2013-08-09 21:46:58",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"73","“北京郑渊洁品牌管理有限公司董事长---郑亚旗” ——信公知，变白痴。","2013-08-09 21:35:47",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"74","#R语言#R平台做的全国酒店分布图，分别用了google roadmap,hybrid,cloudmate和OSM底图源。一条东西分界线呼之欲出。","2013-08-09 10:05:38",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"75","涨姿势了//@讲与鬼神听:我操，原来就没有这玩意啊。。","2013-08-09 08:26:48",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"76","[晕]//@人大重阳赵师兄:回复@人大重阳赵师兄:奥巴马这样的背景，在中国也能混到政协副职 //@人大重阳赵师兄:奥巴马出身很好啊，其父是国际高富帅，母亲是中情局雇员，继父是苏哈托亲信，外祖母是夏威夷银行副总裁。人家从小都是上最好的私立学校，本来就是组织上重点培育的少数民族干部","2013-08-09 07:52:46",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"77","可以从自己先做起嘛//@朱利辉同学: @蒋波涛_浩淼GIS  //@汪建华V:真不真心反腐，这个集团是不是吸民脂民膏的贪腐特权团伙，就看这个了 //@徐昕:官员财产公开，每日一呼","2013-08-09 07:51:39",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"78","不就是被美国拒签嘛，要死要活的[酷]","2013-08-08 23:47:44",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"79","http://t.cn/zQS7DIn","2013-08-08 20:31:50",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"80","地球的呼吸，从地球中看四季变化。","2013-08-08 20:31:26",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"81","转发微博","2013-08-08 11:10:53",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"82","[哈哈]//@董路: 博主对自己太狠了！逻辑是比智商还硬的伤啊。","2013-08-07 21:29:23",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"83","连连看? //@shoko酷:玩其他的游戏可以吗？","2013-08-07 20:51:45",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"84","转发微博","2013-08-07 17:27:53",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"85","不堪热辱，愤而自焚[衰] //@宁波海事局:#网友播报#宁波热的不堪啊，连楼下电瓶车都自燃起来了。","2013-08-06 14:31:38",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"86","稿费一张，就是忒少。","2013-08-06 14:30:00",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"87","曾经在《科学美国人》杂志上看过这种报道，结论是完全不可能。一个人的全部信息包括他身体每个电子的状态，记录这些需要的磁盘比地球都大；而更可怕的是，根据测不准原理，这些信息根本拼不回去。 //@鸡丝_Esri蔡晓兵:回复@3SWorld:现在就试…恐怕只可Ctrl-X，没法Ctrl-V……[晕] ","2013-08-06 14:10:57",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"88","测试OAuth 2.0发微博","2013-08-06 12:59:25",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"89","//@JackieNi:转发微博","2013-08-06 07:56:36",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"90","这意思是俄罗斯航天领域的人才梯队已经断档了？老本快吃光了？","2013-08-05 20:35:18",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"91","[哼]","2013-08-05 20:19:12",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"92","[蜡烛]","2013-08-05 20:01:51",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"93","转发微博","2013-08-05 09:04:19",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"94","转发微博","2013-08-05 00:16:55",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"95","真看不懂，这让吹捧小马哥的大陆人情何以堪 //@yubarnet:老共啊 ,你了解台灣人嗎? [哈哈]","2013-08-05 00:12:33",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"96","建议台湾把国防事务外包给PLA即可。//@dontlostindailylife:在我们大陆看来，这都不算个事儿。。。[闭嘴]//@王石: //@陈志武://@戴志勇://@王甫律师:转发微博","2013-08-04 22:04:31",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"97","有特异功能[哈哈]","2013-08-04 20:50:50",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"98","改进方法，最终一次性将全部粉丝数据进行了采集，剔除未知和海外部分后进行了地理编码（轮流访问@百度地图 和 @阿里云地图 的geocode api），最后得到了这幅分布图。之前的结论基本正确，除了京沪穗汉以外，成都、重庆、杭州和南京的数量也较多，厦门的数量也不少。但西部的果洛藏族自治县是怎么回事？","2013-08-04 20:09:25",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"99","这毫不影响你娶个毛子老婆[酷]","2013-08-04 17:07:18",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"100","后来，老太太的两个女儿一个去了阿姆斯特丹，一个来了哈尔滨。士兵以为他保护了人民，结果便宜了叶利钦女儿为代表的权贵。","2013-08-04 16:56:44",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"101","还是跑的太快，至少印度人跑步追不上，要反思","2013-08-04 12:22:02",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"102","有个别人家的孩子叫小明","2013-08-04 12:18:59",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"103","我觉得南北中间应该有个中部。","2013-08-04 12:14:09",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"104","@俄新网 都被中国公知们恶心的看不下去了。","2013-08-04 07:20:01",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"105","在做这1500个地理编码时，果断放弃了google提供的geocode功能，而是用@百度地图 的geocoder，速度快，不限访问次数。","2013-08-04 00:20:42",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"106","在200个粉丝的地理位置分布图(左图)中，看起来我的粉丝分布与四大GIS重镇京沪广汉差不多；而在1500个粉丝的分布图（右图）中，这种关系已经一目了然了。但还没完，等做完近5000粉丝分布图就知晓了。","2013-08-04 00:17:27",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"107","比我国街头艺人写书法、画蒙娜丽莎粉笔画差远了。","2013-08-03 22:36:16",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"108","民国文科方面所谓“学贯东西”的大师，太多这样的人了。说白了，这些大师许多都是知识垄断的产物。//@王志安: 这些思想史上的人物，都是那个时代了不起的聪明人。但从历史上看，他们当年在启蒙史变革史上的贡献，实在太贫乏了。他们中的多数，晚年时也意识到这一点。","2013-08-03 19:34:11",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"109","你们是“看历史”还是在“编历史”，被淹死的日军一个最精锐的王牌机械化师团番号是多少？","2013-08-03 17:27:45",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"110","回复@T66_橙子兔:密度图使用ggplot中的stat_density2d函数绘制的，不是用核密度，下步打算换其它方法。读取微博好友信息可使用Rweibo包，但有限制，普通用户每小时抓150次。 //@T66_橙子兔:是用R的kernel density做的吗？如何读取的微博好友位置信息？","2013-08-03 16:34:18",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"111","律师费20000，这些讼棍真黑。什么呼喊，都是生意。@朱利辉同学 //@乐淘李勇:行政拘留十天的罪，要两万，不懂，感觉不少了。 //@黄谷峻: //@管錐篇丷:20000律师费。。。。","2013-08-03 16:31:58",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"112","仿佛大V玩粉丝//@DataDancing: 原来如此 //@承开孙斌:这是真的，闻泰ODM的","2013-08-03 16:01:07",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"113","用R做微博粉丝分布图，可惜默认限制只抽取了200名粉丝位置。但其密度图恰好与北上广武四座GIS重镇符合，应该不是巧合。等将全部用户抽取来后再做张更详细的。","2013-08-03 15:56:36",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"114","//@郄建军George: 和许杰聊得挺High //@央广高速广播:【高速交通广播 精彩回放】本台主持人@许川 专访@高德地图 副总裁@郄建军george ，分享高德地图的成功秘诀，欢迎关注。","2013-08-03 15:08:55",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"115","Rweibo test","2013-08-03 10:02:07",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"116","这是保险还是传销邪教??","2013-08-03 09:12:20",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"117","😣 //@北京冠图://@张鹤慈:【中国宣传的“战乱阿富汗”人的福利非常好】？是四分之三是文盲，国人平均的年薪530美元的阿富汗？演员孙海英应该去，问问阿富汗的宣传部长的职位是否空缺？","2013-08-03 07:47:03",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"118","有些人做好了当流氓无产者的打算，有人做好了豢养流氓无产者，可笑的是某些小有资产的人，混然不觉自己是两边的革命对象，还兴奋地跟着叫好。","2013-08-03 07:45:18",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"119","转发微博","2013-08-03 07:37:29",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"120","这种文章一看就是假借洋人名义来喷，问题是同样的逻辑套在西方，会有更奇葩的结论。莫非他们认为白人都是一伙的？ //@飞思工业相机:没文化真可怕！错误一大堆居然写了这么多。","2013-08-03 00:18:49",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"121","这是《剑桥倚天屠龙史》吧？！翻译成这样是故意的。//@徐涵W3China:原来是笑傲江湖啊！貌似超过5秒才反应过来[哈哈] //@程序员邹欣: 好翻译//@中国数字大学城_杨海:牛叉的翻译，中议英，英再议中 //@杨早:啥书？","2013-08-03 00:01:52",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"122","ggmap的底图非常丰富，除了google，osm以外，还有cloudmate提供的不同配色方案地图。","2013-08-02 23:49:37",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"123","GIS软件现在能做这种图吗？一次性绘制HOUSTON地区的命案分布。","2013-08-02 23:16:39",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"124","#R语言中的地图#USGS全球1月4.5级地震分布","2013-08-02 23:09:39",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"125","使用R语言来绘制全球过去1个月4.5级以上地震的地图。1.使用XML包从USGS读取数据并解析为相应数据；2.使用ggmap绘制亚太区地震强图分布（ggmap不能做全球地图）；3.使用ggplot包绘制全球地震分布。","2013-08-02 23:07:27",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"126","分文章风格要建立语料库，做词频分析，我就不信这些货们会做这个NLP处理。//@王小东:“比对文章风格”，这能靠得住么？我非常怀疑这条微博所说故事的真实性！","2013-08-02 19:03:15",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"127","转发微博","2013-08-01 20:56:39",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"128","//@鲍迪克:三流记者记录狗咬人，二流记者报道人咬狗，一流记者制造人咬狗。","2013-08-01 19:58:19",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"129","中国公知不等于公共知识分子。","2013-08-01 19:27:38",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"130","南方系左右通吃啊。@朱利辉同学","2013-08-01 19:25:34",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"131","果而必会，这样就圆满了//@DataDancing:[威武]","2013-08-01 19:20:24",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"132","[赞]","2013-08-01 19:18:20",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"133","通过R的ggmap包从Excel中提取Napa酒庄地址，然后进行地理编码展示的结果。一种更加灵活的地图可视化方案。","2013-08-01 13:27:50",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"134","我们宁波不仅有集中供暖，每日午后还有人工暴雨桑拿一次，免费滴。","2013-07-31 20:15:35",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"135","构建更强大的GIS！","2013-07-31 20:14:30",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"136","回复@分享地理价值:这个财经网一贯胡说八道，是冰雹，现在宁波每天午后一场暴雨。 //@分享地理价值:真的吗？上海可是热死一个人呀，这么近温差这么大？@蒋波涛_浩淼GIS 。","2013-07-30 23:19:30",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"137","海棠叶","2013-07-30 21:41:52",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"138","同问?//@北京冠图:电商与室内定位的关系是什么？@史银龙 @郭其超  //@36氪:随着室内位置服务需求的增加和室内定位技术的逐渐完善，国内室内位置服务产业链正在逐渐建立，产业链上的细分也越来越明确。中国已是世界最大的零售和电子商务市场，对于室内位置服务的需求越来越大，室内位置服务的战国时代很","2013-07-30 20:39:43",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"139","生活压力小，幸福感程度高 //@谭老师地理工作室:反映了什么问题？  //@统计中国:【最敢花钱网购的是谁？县里人！】","2013-07-30 19:58:45",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
"140","中国媒体该反“”客里空“”了","2013-07-30 19:57:08",NA,NA,"蒋波涛_浩淼GIS","浙江 宁波"
